restaurant,review_date,traveler_type,review
Yen Chinese Restaurant,2023-02-01T00:00:00Z,Not Identified,"Overall, it's not of a mediocre quality. It feels like the night view of Xinyi District is the main attraction rather than the food. The only thing I remember is the appetizer of mullet roe with apples It’s suitable for a temporary holiday when you can’t book a restaurant. XDD"
Yen Chinese Restaurant,2023-08-01T00:00:00Z,Family,"I came here to dine with my family in August. There were food residues on the table. I asked the service staff to clean the table before serving dessert, but I was told that this service was not available. After the on-site response to the chief officer, the table was cleared and disinfected in a big way. It was obviously intentional. After the supervisor informed me that the tea fee would be reduced, the service staff with a very disdainful attitude came to help pay the bill. It took an eternity to deal with it. It was a first time that I spent money to spend money in a five-star hotel and was humiliated!"
Yen Chinese Restaurant,2025-07-01T00:00:00Z,Family,For a top restaurant in an international hotel- you would expect the staff to speak English. They did not. They took out an app. It did not work well. One person spoke English. She took our orders. We received all food completely disordered. After we finished all food we received some vegetables. Just pure havoc. We received our cocktails with the food. Although we said we wanted them before our food. Took forever. You expect more. It wasn’t cheap either…. We refused to pay for the vegetables. Sorry- cannot recommend.
Yen Chinese Restaurant,2023-12-01T00:00:00Z,Family,"1. Zi Yan has regressed a lot after changing the chef. The taste, presentation and service are all very different. It seems like two different restaurants from before. The vegetarian dumplings were steamed until they fell apart, the cured rice was completely tasteless (a far cry from Peach Blossom Forest), the main dish of beef short ribs was served, the meat and plate were cold, and the prunes had no flavor at all. 2. I am deeply saddened that the Chinese restaurants that were once among the top three in Taipei have declined so quickly. Ziyan, please come on! The peach blossom forest that couldn't see your car's taillights before has now surpassed you!"
Yen Chinese Restaurant,2020-10-01T00:00:00Z,Family,"A very nice place to dine with family. The roast duck was well prepared, their services were very on point, their team knew when we needed to make separate orders or am finished with a course. Great attitude and they served food at an adequate speed. Especially like the presentation of the “seafood soup” in Chinese it’s called the 西施泡飯（xi shi pao fan）the fried Thai food poured onto the lobster braised soup, exquisitely done. One of the service team member 宇傑 was friendly, professional and we enjoyed our meal thanks to him. Would def come back again and recommend this place."
Yen Chinese Restaurant,2020-05-01T00:00:00Z,Family,"Amazing Asian restaurant with great view on top of the W-hotel. Self Parking is complimentary just need to switch the elevator on 10th floor. The decoration of the restaurant was nice. The service was amazing, the view was great. The food comes with perfect size which is just enough and will not feel too hungry or too full. Make sure order the duck and crispy pork."
Yen Chinese Restaurant,2020-08-01T00:00:00Z,Couples,"Had an amazing dinner here with my wife. We ordered the Peking Duck, half chicken, pork belly, and seasonal vegetables. The Peking duck was so delicious! Loved how the staff cut it right in front of you and also wrapped it all up so you didn’t need to get messy with your hands. The skin was so crispy and tasted amazing. The service was here was what you’d expect at an upscale restaurant. The wait staff were extremely attentive and highly detailed. Was a very enjoyable experience."
Yen Chinese Restaurant,2025-04-01T00:00:00Z,Family,I would give it a four I thought the food was quite good. Actually I just thought the prices were very very high for what the food was as well the atmosphere not great specially for those prices I think in Taipei you can do much better.
Yen Chinese Restaurant,2016-10-01T00:00:00Z,Friends,Food is excellent Service is excellent Room is excellent View is excellent Worth for money. Will come again....
Yen Chinese Restaurant,2015-11-01T00:00:00Z,Couples,"It's not our first time dining at Yen restaurant W Taipei. But we do have a very good impression of our previous dining experience so we decided to have our first local food in Taiwan at Yen again since we were staying at W Taipei. We were first being welcomed by the host at the entrance with a warm and friendly smile. Yen's interior always impresses us with its modern stylish design as a Chinese cuisine restaurant. Oops ! Time to take some pic first before seated down. ( : We were being served by Bunny Hu who's very attentive and knowledgeable with both Yen's wines and food menus. She's also flexible enough to move us to window table as soon as it's available. It's a must if you decide to dine at Yen as you can overlook a wide angle of Taipei city and partial view of the 101 tower. All the utensils, cutlery and chinaware that being served are as modern and stylish as its interior design. Check out their unique teapot and tea cups! Even though it's not our first time but still can't help taking pictures all over again. ( : As the wine that we preferred was not available, Bunny did not try to push or up sell us with more expensive range of wines they have on the wine list unlike many other high end restaurants do, yet Bunny was modest and sincere , she recommended us wine that suits our taste perfectly. Since it was just two of us, so we had to decide on something really worth trying. We decided to go for the steam giant garoupa fish scallion chili paste, steam cod fish with black beans and chili sauce as the fish dish portion serve as per person so Bunny suggested us to try two different fishes which we think it was a brilliant idea especially for a hungry couple who wanted to try everything on the menu! We also ordered stir fried chili frog legs which tasted no different with chicken, and it's very appetizing. For the green dish we ordered some local seasonal vegetables , not sure of its name in English but two thumbs up to this crunchy refreshing tasty vegetables which (according to Bunny) only specialize in Taiwan. Hope the picture I shared be able to help you order it. However the highlight of everything was the double boiled fish maw champignons soup with dried scallops! It was so flavorful that my picky partner commented that the chef must have prepared all his dishes with passions and with details. He loves cooking and making awesomely nice fine dine meals at home so he's quite particular when come to tasting and culinary. And we actually thought not even some overrated Michelin stars restaurant able to enhance the taste like what Yen provides. We had tried so many well known restaurants with their iconic Michelin titles all around the globe , not many deserve its entitlement. I'm sure many of us who enjoy great cuisines understand what I'm trying to express here. Benvo Peng , Yen manager always walk around making small talk with his guests and making sure if all guests enjoy the whole dining experience at Yen which I think it's a nice touch and very professional of him to show concern of his guests as well as his capability of leading a great team. When we asked for the bill, Bunny had automatically given us a 15% discount by checking and knowing that we are SPG member. What a WOW experience all the way! We had such a wonderful and memorable experience on the first day so we went for lunch again on the next day. We were being greeted almost instantly by Manager Benvo by addressing our name. We not sure if it's his special arrangement , he then seated us at another side of window table where Bunny our favorite server was in charge at that section on that day. Bunny was sweet enough for remembering our preference of fresh cut chili with soya sauce for my partner and without sauce for me. She also quickly brought us a good news that the wine we preferred finally available! Well this is what you call customer delivery! She constantly checking on us almost every few minutes even though she's away and preocuppied with other tables. She's so attentive that we felt like we being treated in first class cabin! Their signature roast duck with pancakes is another must try choice! Chef will demonstrate, carve and prepare the duck with it's accompaniments in front of you. Please have it when it's warm and juicy! We tried another doubled boil silky chicken soup with sliced winkle and ted dates which was truly and amazingly authentic taste of a genuine doubled boil soup we ever had! There's many more to describe and compliment about dining at Yen. From their excellent service delivery by Benvo and his awesome team to chef's skillful Michelin stars standard cuisines! it was surely a win win dining experience! We will definitely going back every time we visit Taipei. thank you for making our stay in Taipei a memorable one with taste!"
